studyid,arm,treatment,classcode,class,n,mean_change,sd_change,data_type,country,duration_weeks,mean_age,pct_female,baseline_scale,baseline_mean,baseline_sd,rob_sequence,rob_allocation,rob_blind_pp,rob_blind_outcome,rob_attrition,rob_reporting,rob_other,rob_score_sequence,rob_score_allocation,rob_score_blind_pp,rob_score_blind_out,rob_score_attrition,rob_high_any
Jeong 2015,1,41,27,SSRIs,52,-19.5,6.44437739428721,BF,Korea,6,48.1,71,MADRS,30.8,5.8,Low risk,Unclear risk,High risk,Low risk,Unclear risk,High risk,High risk,0,1,2,0,1,1
Jeong 2015,2,41,27,SSRIs,49,-17.2,7.767238891652554,BF,Korea,6,48.1,71,MADRS,30.8,5.8,Low risk,Unclear risk,High risk,Low risk,Unclear risk,High risk,High risk,0,1,2,0,1,1
Jiahui 2006,1,42,27,SSRIs,30,-17.119999999999997,10.042673946713593,BF,China,4,NA,NA,HAMD,35.72,11.3,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Jiahui 2006,2,59,32,Acupuncture,30,-17.66,9.81803951917082,BF,China,4,NA,NA,HAMD,35.72,11.3,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Jordan 2014,1,11,9,Cognitive and cognitive behavioural therapies individual,25,-12.473021648423204,7.2,BIN,New Zealand,12,36,48,MADRS,23.61,7.44,Low risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Low risk,0,0,2,1,0,1
Jordan 2014,2,13,9,Cognitive and cognitive behavioural therapies individual,23,-15.239795644330377,7.7,BIN,New Zealand,12,36,48,MADRS,23.61,7.44,Low risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Low risk,0,0,2,1,0,1
Judd 2001,1,52,29,SNRIs,19,-19.700000000000003,11.35825690852254,BF,Australia,12,37.5,77,BDI,32.95,9.08,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
Judd 2001,2,77,40,Interpersonal psychotherapy (IPT) individual + AD,12,-23.8,9.880789442144794,BF,Australia,12,37.5,77,BDI,32.95,9.08,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
Kampman 1978,1,45,28,TCAs,25,-13.299999999999999,5.894913061275798,BF,Finland,9,45,64,HAMD,26.44,5.74,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,1,1,0,1,1,0
Kampman 1978,2,47,28,TCAs,28,-16.700000000000003,7.276475795328396,BF,Finland,9,45,64,HAMD,26.44,5.74,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,1,1,0,1,1,0
Kang 2009,1,6,6,Mirtazapine,73,-12,10.9,CFB,Korea,8,46.8,77,HAMD,25.96,4.96,Low risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,2,1,0,1
Kang 2009,2,52,29,SNRIs,53,-10.9,6,CFB,Korea,8,46.8,77,HAMD,25.96,4.96,Low risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,2,1,0,1
Kanter 2015,1,8,8,Behavioural therapies individual,21,-10.05,7.957832619501368,BF,US,12,38.1,79,HAMD,20.93,4.5,Low risk,Unclear risk,High risk,Low risk,High risk,High risk,Low risk,0,1,2,0,2,1
Kanter 2015,2,33,22,Any psychotherapy,22,-7.99,8.408156754009761,BF,US,12,38.1,79,HAMD,20.93,4.5,Low risk,Unclear risk,High risk,Low risk,High risk,High risk,Low risk,0,1,2,0,2,1
Kasper 2005a,1,1,1,Placebo,180,-14.007323334662487,4.2,BIN,"Belgium, Czech Republic, France, Greece, Hungary, Italy, Netherlands, Slovakia, Spain, Sweden, UK",8,75,76,MADRS,28.6,4.2,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Kasper 2005a,2,41,27,SSRIs,174,-13.605929383433079,3.8,BIN,"Belgium, Czech Republic, France, Greece, Hungary, Italy, Netherlands, Slovakia, Spain, Sweden, UK",8,75,76,MADRS,28.6,4.2,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Kasper 2005a,3,42,27,SSRIs,164,-13.008578374547865,3.8,BIN,"Belgium, Czech Republic, France, Greece, Hungary, Italy, Netherlands, Slovakia, Spain, Sweden, UK",8,75,76,MADRS,28.6,4.2,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Kasper 2005b,1,7,7,Trazodone,55,-14.6,4.89,CFB,"Austria, Czech Republic, Hungary, Poland & Slovak Republic",6,43.9,63,HAMD,20.95,1.54,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Kasper 2005b,2,43,27,SSRIs,53,-15,4.95,CFB,"Austria, Czech Republic, Hungary, Poland & Slovak Republic",6,43.9,63,HAMD,20.95,1.54,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Kasper 2012,1,1,1,Placebo,71,-13.4,9.27,CFB,Russia & Austria,8,41.9,71,MADRS,35.16,4.27,Low risk,Low risk,Low risk,High risk,Unclear risk,Low risk,High risk,0,0,0,2,1,1
Kasper 2012,2,41,27,SSRIs,139,-19,10.61,CFB,Russia & Austria,8,41.9,71,MADRS,35.16,4.27,Low risk,Low risk,Low risk,High risk,Unclear risk,Low risk,High risk,0,0,0,2,1,1
Katona 2012,1,1,1,Placebo,145,-10.3,9.63,CFB,"Canada, Finland, France, Germany, Sweden, Ukraine & US",8,70.6,64,HAMD,28.95,5.01,Low risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,0,0,1,0,0
Katona 2012,2,51,29,SNRIs,147,-15.8,9.7,CFB,"Canada, Finland, France, Germany, Sweden, Ukraine & US",8,70.6,64,HAMD,28.95,5.01,Low risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,0,0,1,0,0
Katz 1990,1,1,1,Placebo,11,-2.5,5.0921508225896055,BF,US,7,84.1,93,HAMD,22.66,3.44,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,1,1,0,1,2,1
Katz 1990,2,50,28,TCAs,12,-8.6,5.8642987645583,BF,US,7,84.1,93,HAMD,22.66,3.44,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,1,1,0,1,2,1
Katz 1993_Protocol 01,1,1,1,Placebo,104,-8,7.76,CFB,Switzerland,4,43.6,49,HAMD,22.86,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Katz 1993_Protocol 01,2,45,28,TCAs,93,-13.7,7.76,CFB,Switzerland,4,43.6,49,HAMD,22.86,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Katz 1993_Protocol 03,1,1,1,Placebo,94,-8.7,7.76,CFB,Switzerland,4,43.6,57,HAMD,24.4,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Katz 1993_Protocol 03,2,45,28,TCAs,95,-12.9,7.76,CFB,Switzerland,4,43.6,57,HAMD,24.4,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Kay-Lambkin 2009,1,3,3,No treatment,21,-9.91,10.053273098846962,BF,Australia,15,35.4,54,BDI-II,31.93,9.55,Low risk,Low risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,0,0,2,1,1,1
Kay-Lambkin 2009,2,11,9,Cognitive and cognitive behavioural therapies individual,23,-21.869999999999997,10.129318831984705,BF,Australia,15,35.4,54,BDI-II,31.93,9.55,Low risk,Low risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,0,0,2,1,1,1
Kay-Lambkin 2009,3,21,16,Self-help,23,-11.48,11.186022528137515,BF,Australia,15,35.4,54,BDI-II,31.93,9.55,Low risk,Low risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,0,0,2,1,1,1
Kay-Lambkin 2011/2017,1,11,9,Cognitive and cognitive behavioural therapies individual,88,-11.899999999999999,10.474731500138798,BF,Australia,12,40,43,BDI-II,31.73,9.18,Unclear risk,Unclear risk,High risk,Low risk,Unclear risk,High risk,Low risk,1,1,2,0,1,1
Kay-Lambkin 2011/2017,2,17,13,Counselling individual,89,-8.3,10.371113729971338,BF,Australia,12,40,43,BDI-II,31.73,9.18,Unclear risk,Unclear risk,High risk,Low risk,Unclear risk,High risk,Low risk,1,1,2,0,1,1
Kay-Lambkin 2011/2017,3,21,16,Self-help,97,-12.899999999999999,11.396051947933547,BF,Australia,12,40,43,BDI-II,31.73,9.18,Unclear risk,Unclear risk,High risk,Low risk,Unclear risk,High risk,Low risk,1,1,2,0,1,1
Keller 2006_Study 062,1,1,1,Placebo,154,-14,8.87,CFB,Cross-continental,8,41,67,HAMD,28.3,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Keller 2006_Study 062,2,43,27,SSRIs,161,-17.25,8.05,CFB,Cross-continental,8,41,67,HAMD,28.3,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Kennedy 2005,1,41,27,SSRIs,96,-15.7,7.84,CFB,US,8,37.1,NA,HAMD,26.2,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Kennedy 2005,2,42,27,SSRIs,98,-16.4,8.91,CFB,US,8,37.1,NA,HAMD,26.2,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Kennedy 2007,1,10,9,Cognitive and cognitive behavioural therapies individual,12,-11.5,6.593936608733815,BF,Canada,16,35.6,63,HAMD,21.900000000000002,7.07,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,High risk,1,1,2,1,1,1
Kennedy 2007,2,52,29,SNRIs,12,-14.09,8.057915363169311,BF,Canada,16,35.6,63,HAMD,21.900000000000002,7.07,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,High risk,1,1,2,1,1,1
Khan 1991,1,1,1,Placebo,26,-4,8.228608630868283,BF,US,6,40.6,56,HAMD,25.56,3.38,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Khan 1991,2,52,29,SNRIs,23,-9.599999999999998,6.946221994724902,BF,US,6,40.6,56,HAMD,25.56,3.38,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Khan 1991,3,52,29,SNRIs,22,-8.5,8.506468127254696,BF,US,6,40.6,56,HAMD,25.56,3.38,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Khan 1991,4,52,29,SNRIs,22,-9.1,8.057294831393474,BF,US,6,40.6,56,HAMD,25.56,3.38,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Khan 1995,1,1,1,Placebo,26,-6.3,8.1,CFB,UK,5,41.8,67,HAMD,22.25,3.45,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Khan 1995,2,6,6,Mirtazapine,26,-12,7.8,CFB,UK,5,41.8,67,HAMD,22.25,3.45,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Khan 2007,1,41,27,SSRIs,110,-19.2,8.6,CFB,US,8,42.4,61,MADRS,31.3,3.84,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,High risk,1,1,0,1,1,0
Khan 2007,2,51,29,SNRIs,91,-19.3,9.1,CFB,US,8,42.4,61,MADRS,31.3,3.84,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,High risk,1,1,0,1,1,0
Kheirabadi 2020,1,13,9,Cognitive and cognitive behavioural therapies individual,16,-24.200000000000003,17.38016110397139,BF,Iran,NA,NA,89,BDI-II,40.800000000000004,17.43,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,1,1,2,1,1,1
Kheirabadi 2020,2,40,27,SSRIs,12,-18,11.95317531035164,BF,Iran,NA,NA,89,BDI-II,40.800000000000004,17.43,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,1,1,2,1,1,1
Khoshnab 2017,1,3,3,No treatment,15,-1.56,3.09838667696593,CFB,Iran,8,51.2,100,BDI,29.31,5.4,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,1,1,2,1,1,1
Khoshnab 2017,2,44,27,SSRIs,15,-1.92,6.19677335393187,CFB,Iran,8,51.2,100,BDI,29.31,5.4,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,1,1,2,1,1,1
Khoshnab 2017,3,60,33,Exercise individual,15,-2.13,6.19677335393187,CFB,Iran,8,51.2,100,BDI,29.31,5.4,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,1,1,2,1,1,1
Khoshnab 2017,4,88,46,Exercise individual + AD,15,-4.53,12.548466041712,CFB,Iran,8,51.2,100,BDI,29.31,5.4,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,1,1,2,1,1,1
Kim 2011,1,6,6,Mirtazapine,30,-12.438014998554605,2.9,BIN,Korea,8,43.2,72,HAMD,22.95,2.88,Unclear risk,Unclear risk,High risk,Low risk,Low risk,High risk,High risk,1,1,2,0,0,1
Kim 2011,2,43,27,SSRIs,30,-12.749109167956826,2.9,BIN,Korea,8,43.2,72,HAMD,22.95,2.88,Unclear risk,Unclear risk,High risk,Low risk,Low risk,High risk,High risk,1,1,2,0,0,1
Kinoshita 2009,1,1,1,Placebo,70,-10.4,7.5,CFB,Japan,6,39.7,NA,HAMD,22.57,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Kinoshita 2009,2,6,6,Mirtazapine,65,-13.3,6.8,CFB,Japan,6,39.7,NA,HAMD,22.57,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Kinoshita 2009,3,6,6,Mirtazapine,66,-13.8,6.9,CFB,Japan,6,39.7,NA,HAMD,22.57,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Kinoshita 2009,4,6,6,Mirtazapine,69,-11.9,7.6,CFB,Japan,6,39.7,NA,HAMD,22.57,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Komulainen 2018,1,1,1,Placebo,15,-2.1999999999999993,4.567001204291499,BF,Finland,1,NA,44,MADRS,23.23,4.1,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,2,1,0,1,1,1
Komulainen 2018,2,41,27,SSRIs,17,-1.9000000000000021,4.272247651997716,BF,Finland,1,NA,44,MADRS,23.23,4.1,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,2,1,0,1,1,1
Kramer 2014,1,4,4,Waitlist,132,-4.490000000000002,8.682419017762273,BF,Netherlands,9,19.5,79,CES-D,39.6,7.9,Low risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Unclear risk,0,0,2,1,0,1
Kramer 2014,2,15,11,Problem solving individual,131,-10.3,9.793855216409929,BF,Netherlands,9,19.5,79,CES-D,39.6,7.9,Low risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Unclear risk,0,0,2,1,0,1
Kranzler 2006_Group A,1,1,1,Placebo,100,-9.6,7.8,CFB,US,10,42.9,35,HAMD,20.62,3.49,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,2,1,0,1,1,1
Kranzler 2006_Group A,2,44,27,SSRIs,89,-10.8,6.5,CFB,US,10,42.9,35,HAMD,20.62,3.49,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,2,1,0,1,1,1
Krejtz 2018,1,2,2,Attention placebo,25,-8.189999999999998,9.971835337589566,BF,Poland,2,35.1,67,CES-D,38.47,7.4,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Low risk,0,1,1,1,1,0
Krejtz 2018,2,22,16,Self-help,26,-12.969999999999999,9.223887466789694,BF,Poland,2,35.1,67,CES-D,38.47,7.4,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Low risk,0,1,1,1,1,0
Krogh 2012,1,60,33,Exercise individual,56,-7.899999999999999,5.884725991921799,BF,Denmark,12,41.6,67,HAMD,18.89,4.35,High risk,Low risk,High risk,Low risk,Low risk,Low risk,Unclear risk,2,0,2,0,0,1
Krogh 2012,2,61,33,Exercise individual,59,-8.100000000000001,5.6000000000000005,BF,Denmark,12,41.6,67,HAMD,18.89,4.35,High risk,Low risk,High risk,Low risk,Low risk,Low risk,Unclear risk,2,0,2,0,0,1
Lam 2013,1,41,27,SSRIs,51,-14.3,8.3,CFB,Canada,12,43.3,55,MADRS,27.63,5,Low risk,Low risk,High risk,Low risk,Low risk,High risk,High risk,0,0,2,0,0,1
Lam 2013,2,73,38,Cognitive and cognitive behavioural therapies individual + AD,48,-15.7,8.8,CFB,Canada,12,43.3,55,MADRS,27.63,5,Low risk,Low risk,High risk,Low risk,Low risk,High risk,High risk,0,0,2,0,0,1
Lam 2016,1,1,1,Placebo,30,-6.5,9.6,CFB,Canada,8,36.8,62,MADRS,26.6,4.8,Low risk,Low risk,Unclear risk,Low risk,Low risk,High risk,Unclear risk,0,0,1,0,0,0
Lam 2016,2,42,27,SSRIs,31,-8.8,9.9,CFB,Canada,8,36.8,62,MADRS,26.6,4.8,Low risk,Low risk,Unclear risk,Low risk,Low risk,High risk,Unclear risk,0,0,1,0,0,0
Lam 2016,3,66,36,Light therapy,32,-13.4,7.5,CFB,Canada,8,36.8,62,MADRS,26.6,4.8,Low risk,Low risk,Unclear risk,Low risk,Low risk,High risk,Unclear risk,0,0,1,0,0,0
Lam 2016,4,98,50,Light therapy + AD,29,-16.9,9.2,CFB,Canada,8,36.8,62,MADRS,26.6,4.8,Low risk,Low risk,Unclear risk,Low risk,Low risk,High risk,Unclear risk,0,0,1,0,0,0
Lee 2007,1,43,27,SSRIs,240,-55.92,5.818424825538554,BF,"China, Korea, Taiwan & Brazil",8,38.5,70,HAMD,21.15,4.08,High risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,2,1,0,1,0,1
Lee 2007,2,51,29,SNRIs,238,-56.39,5.863369624884997,BF,"China, Korea, Taiwan & Brazil",8,38.5,70,HAMD,21.15,4.08,High risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,2,1,0,1,0,1
Legrand 2016,1,53,30,Any AD,10,-6.41,10,CFB,France,1.4,45.3,71,BDI-II,36.52,6.8,Low risk,Unclear risk,High risk,Unclear risk,Low risk,Low risk,Low risk,0,1,2,1,0,1
Legrand 2016,2,87,46,Exercise individual + AD,14,-17.22,6.49,CFB,France,1.4,45.3,71,BDI-II,36.52,6.8,Low risk,Unclear risk,High risk,Unclear risk,Low risk,Low risk,Low risk,0,1,2,1,0,1
Legrand 2016,3,89,46,Exercise individual + AD,11,-9.39,9.02,CFB,France,1.4,45.3,71,BDI-II,36.52,6.8,Low risk,Unclear risk,High risk,Unclear risk,Low risk,Low risk,Low risk,0,1,2,1,0,1
Leinonen 1999,1,6,6,Mirtazapine,136,-20.5,6.324778621170934,BF,"Denmark, Finland, Norway & Sweden",8,41.6,62,MADRS,29.35,4.7,High risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,2,0,0,1,0,1
Leinonen 1999,2,40,27,SSRIs,133,-20.200000000000003,6.083134085890865,BF,"Denmark, Finland, Norway & Sweden",8,41.6,62,MADRS,29.35,4.7,High risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,2,0,0,1,0,1
Levin 2013,1,1,1,Placebo,52,-11.65,5.796133226681948,BF,US,12,35.1,26,HAMD,16.8,3.87,Low risk,Low risk,Low risk,Low risk,Low risk,High risk,High risk,0,0,0,0,0,0
Levin 2013,2,52,29,SNRIs,51,-9.690000000000001,5.632946712496982,BF,US,12,35.1,26,HAMD,16.8,3.87,Low risk,Low risk,Low risk,Low risk,Low risk,High risk,High risk,0,0,0,0,0,0
Li 2006,1,40,27,SSRIs,28,-12.1,7.7,CFB,China,6,35.5,54,HAMD,23.75,NA,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,0,1,0,1,1,0
Li 2006,2,41,27,SSRIs,28,-15.1,7.8,CFB,China,6,35.5,54,HAMD,23.75,NA,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,0,1,0,1,1,0
Lindegaard 2019,1,4,4,Waitlist,25,-2.4800000000000004,5.6385193091803805,BF,Sweden,8,33.9,46,PHQ-9,18.3,4.99,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,1,1,2,1,0,1
Lindegaard 2019,2,25,17,Self-help with support,25,-11.370000000000001,5.135328616554155,BF,Sweden,8,33.9,46,PHQ-9,18.3,4.99,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,1,1,2,1,0,1
Loo 2002,1,1,1,Placebo,139,-12.059999999999999,7.796787800113582,BF,"Belgium, France & UK",8,NA,NA,HAMD,27.35,3.25,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Loo 2002,2,43,27,SSRIs,147,-14.21,7.291015018500509,BF,"Belgium, France & UK",8,NA,NA,HAMD,27.35,3.25,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Luo 1985,1,45,28,TCAs,20,-15.2,7.502666192761078,BF,China,5,37.3,55,HAMD,28.88,6.13,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Luo 1985,2,57,32,Acupuncture,27,-15.7,9.132907532653551,BF,China,5,37.3,55,HAMD,28.88,6.13,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
M/2020/0046 (Study 046),1,1,1,Placebo,247,-11.5,8.45,CFB,US,8,39.4,69,HAMD,22.9,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
M/2020/0046 (Study 046),2,43,27,SSRIs,243,-12.5,8.45,CFB,US,8,39.4,69,HAMD,22.9,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
M/2020/0046 (Study 047),1,1,1,Placebo,239,-10.1,7.27,CFB,US,8,38.5,77,HAMD,23.8,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
M/2020/0046 (Study 047),2,43,27,SSRIs,242,-11.8,7.64,CFB,US,8,38.5,77,HAMD,23.8,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
MDF/29060/III/070/88/MC,1,43,27,SSRIs,24,-20,8.59,CFB,Europe,5,73,NA,MADRS,30.03,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Low risk,High risk,1,1,0,1,1,0
MDF/29060/III/070/88/MC,2,47,28,TCAs,20,-15,8.22,CFB,Europe,5,73,NA,MADRS,30.03,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Low risk,High risk,1,1,0,1,1,0
MIR 003-003 (FDA),1,1,1,Placebo,45,-8.8,8.1,CFB,US,6,43,57,HAMD,25.45,NA,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Low risk,Low risk,High risk,1,1,1,1,0,0
MIR 003-003 (FDA),2,6,6,Mirtazapine,45,-10.4,8.7,CFB,US,6,43,57,HAMD,25.45,NA,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Low risk,Low risk,High risk,1,1,1,1,0,0
MIR 003-020 (FDA),1,1,1,Placebo,39,-4.8,6.4,CFB,US,6,44,51,HAMD,28.83,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
MIR 003-020 (FDA),2,6,6,Mirtazapine,40,-10.6,8.7,CFB,US,6,44,51,HAMD,28.83,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
MIR 003-020 (FDA),3,45,28,TCAs,40,-11.5,9.1,CFB,US,6,44,51,HAMD,28.83,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
MIR 003-021 (FDA),1,1,1,Placebo,48,-9.5,8.9,CFB,US,6,45.7,55,HAMD,24.61,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
MIR 003-021 (FDA),2,6,6,Mirtazapine,45,-11.7,7.6,CFB,US,6,45.7,55,HAMD,24.61,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
MIR 003-021 (FDA),3,45,28,TCAs,48,-13.6,7.2,CFB,US,6,45.7,55,HAMD,24.61,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
MY-1042/BRL-029060/CPMS-251,1,1,1,Placebo,123,-8.25,7.56,CFB,US,8,41.9,NA,HAMD,24.41,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
MY-1042/BRL-029060/CPMS-251,2,43,27,SSRIs,120,-10.23,7.67,CFB,US,8,41.9,NA,HAMD,24.41,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
MY-1045/BRL-029060/1 (PAR 128),1,1,1,Placebo,136,-9,8.63,CFB,US,12,41.8,NA,HAMD,25.62,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
MY-1045/BRL-029060/1 (PAR 128),2,42,27,SSRIs,344,-13,8.72,CFB,US,12,41.8,NA,HAMD,25.62,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
MY-1045/BRL-029060/1 (PAR 128),3,43,27,SSRIs,350,-11.8,8.79,CFB,US,12,41.8,NA,HAMD,25.62,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Macias-Cortes 2015,1,1,1,Placebo,43,-5.699999999999999,3.4394767043839685,BF,Mexico,6,49,100,HAMD,20.65,2.98,Low risk,Low risk,Low risk,Low risk,Low risk,High risk,Low risk,0,0,0,0,0,0
Macias-Cortes 2015,2,42,27,SSRIs,46,-8.900000000000002,3.371943060017473,BF,Mexico,6,49,100,HAMD,20.65,2.98,Low risk,Low risk,Low risk,Low risk,Low risk,High risk,Low risk,0,0,0,0,0,0
Mahableshwarkar 2013,1,1,1,Placebo,149,-10.5,9.28,CFB,US,8,42.7,60,HAMD,29.1,5.63,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,0,0,1,0,0
